handle,rating,maxRating,regTime,schedules,two pointers,constructive algorithms,geometry,matrices,sortings,math,ternary search,graph matchings,data structures,trees,strings,bitmasks,graphs,greedy,hashing,meet-in-the-middle,implementation,binary search,chinese remainder theorem,divide and conquer,flows,probabilities,dp,2-sat,expression parsing,string suffix structures,dsu,fft,dfs and similar,brute force,games,interactive,combinatorics,number theory,shortest paths,all,pupil,spe,exp,cm,m,im,gm,igm
shouryap,2102,2102,1502115075,0,4,6,1,1,5,10,0,0,7,2,1,1,3,15,0,0,5,6,0,2,0,2,11,1,0,0,2,0,2,3,0,1,2,3,0,668.0,59.974826388888886,59.974826388888886,239.07899305555554,1128.0164930555557,1139.0164930555557,,,
sumon123,2102,2102,1561186274,1,45,66,4,4,47,108,10,3,149,66,28,35,75,127,14,3,80,74,1,24,7,4,167,3,0,8,28,1,93,88,4,6,37,45,22,2437.0,278.3220601851852,834.3220601851851,1021.3220601851851,1252.3637268518519,1695.1137268518519,,,
zseefvhu12,2102,2102,1592698661,0,2,6,0,0,3,7,0,1,9,10,2,9,5,8,1,0,1,3,0,1,1,4,9,0,0,0,2,0,9,1,3,0,2,0,2,117.0,77.5953587962963,77.5953587962963,83.56063657407407,1349.5953587962963,1590.5953587962963,,,
124q,2101,2101,1652534682,0,3,0,0,0,1,5,0,0,2,1,0,2,1,5,1,0,1,1,0,2,0,0,6,0,0,0,0,0,1,6,0,1,3,3,1,192.0,82.04881944444445,108.0592361111111,271.04881944444446,363.04881944444446,754.0488194444445,,,
20060702,2101,2101,1627661819,0,1,2,0,0,0,3,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,0,61.0,51.92917824074074,59.92917824074074,59.92917824074074,133.74167824074075,1111.9291782407408,,,
AnimeshSinha1309,2101,2101,1515488066,1,6,18,4,1,7,29,1,1,29,8,5,5,13,22,3,1,16,14,0,5,2,2,34,0,0,3,5,2,11,17,1,2,7,9,2,571.0,138.2469212962963,138.2469212962963,508.2365046296296,514.132337962963,1297.2365046296297,,,
Bruteforcer101,2101,2101,1506496988,1,21,26,7,1,21,57,3,1,51,20,13,6,21,48,9,1,29,33,1,7,3,7,56,0,0,5,6,0,29,33,2,4,16,13,9,783.0,83.34157407407407,597.3207407407407,924.2999074074074,1446.2999074074073,2148.2999074074073,,,
Cattlen,2101,2101,1694187399,0,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,3,1,0,2,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,30.0,217.9571875,236.96413194444443,236.96413194444443,310.9571875,310.9571875,,,
Chenly,2101,2101,1686447359,0,36,109,11,12,36,176,3,13,126,65,18,55,81,143,10,7,59,61,2,40,11,30,172,4,0,0,37,9,73,99,17,39,62,44,22,719.0,240.54792824074073,245.33265046296296,249.5409837962963,405.5409837962963,415.5409837962963,,,
Code937,2101,2112,1588021210,0,38,109,6,6,72,161,11,8,157,92,41,58,103,156,36,2,78,75,3,23,6,11,188,4,0,9,43,2,118,108,15,19,49,46,17,2730.0,255.73252314814815,261.7325231481482,266.7325231481482,483.7325231481482,1320.7950231481482,,,
Cogegallinas,2101,2101,1686580415,0,1,3,0,0,1,6,0,0,3,1,0,0,1,3,0,0,5,1,0,1,0,1,1,0,0,0,1,0,1,3,0,1,0,0,0,42.0,122.0009837962963,122.0009837962963,195.0009837962963,232.0009837962963,262.0009837962963,,,
Emilan,2101,2325,1580815786,1,30,81,12,2,48,101,2,4,87,44,15,33,51,104,8,1,62,56,5,16,2,4,119,4,0,1,15,3,65,50,9,11,36,35,13,1990.0,5.107800925925926,5.107800925925926,5.107800925925926,112.12863425925926,194.12863425925926,991.8473842592592,,
Frozencode,2101,2101,1508062097,0,17,32,2,2,28,55,3,1,58,32,10,20,23,55,7,2,28,33,1,10,0,10,61,1,0,3,11,2,36,41,4,5,26,10,13,631.0,209.95605324074074,341.18521990740743,579.2060532407407,1371.1852199074074,1770.1852199074074,,,
HadyKo,2101,2101,1495196299,0,15,29,0,1,25,28,1,2,49,28,13,14,31,48,8,1,24,27,0,7,1,3,56,0,0,9,15,0,34,20,6,6,12,21,8,992.0,85.09491898148148,85.09491898148148,224.14005787037038,625.1365856481482,1181.0949189814814,,,
Hanghang007,2101,2253,1625755051,0,16,62,10,12,29,116,2,12,131,54,18,43,70,84,15,5,33,29,2,34,13,13,131,2,0,9,21,8,53,48,10,8,56,30,17,800.0,155.8107523148148,160.95658564814815,400.9982523148148,483.9982523148148,569.9982523148149,,,
IsItFakeMe,2101,2101,1717943419,0,1,0,0,0,1,5,0,0,4,1,0,0,2,4,0,0,2,3,0,2,0,0,2,0,0,0,1,0,0,4,1,0,1,1,1,33.0,49.003252314814816,49.003252314814816,51.003252314814816,62.003252314814816,67.00325231481482,,,
KJGKMTZB,2101,2101,1563112974,0,9,18,2,6,10,34,4,3,68,46,11,21,55,43,5,1,16,24,0,14,10,2,75,0,0,7,21,5,36,23,0,5,15,9,12,293.0,30.022291666666668,30.022291666666668,90.793125,585.0222916666667,642.0222916666667,,,
NRolly,2101,2199,1594687171,1,11,47,6,4,22,63,2,4,91,68,19,22,50,66,6,1,38,24,1,10,4,6,89,3,0,1,14,1,69,27,7,9,26,21,13,997.0,145.58019675925925,145.58019675925925,169.58019675925925,198.58019675925925,368.58019675925925,,,
Ruki,2101,2101,1318429845,1,86,203,9,16,131,284,15,7,290,160,75,93,173,334,24,6,191,175,6,34,7,46,428,6,0,9,66,6,188,181,29,26,119,100,49,4203.0,44.0203125,44.0203125,646.9578125,1175.0203125,3397.002951388889,,,
SlavaKemDev,2101,2101,1641895881,0,5,9,1,1,8,15,0,2,20,9,1,3,14,7,2,1,9,5,0,3,1,0,14,0,0,0,6,0,13,15,1,2,7,6,5,487.0,278.18309027777775,278.18309027777775,341.18309027777775,657.1830902777778,779.1830902777778,,,
SoSad,2101,2288,1465880702,0,5,11,2,2,4,17,1,0,21,12,2,7,13,18,0,0,10,8,0,3,1,2,25,1,0,1,5,1,12,8,1,2,6,8,4,398.0,0.4791435185185185,0.4791435185185185,95.36108796296297,111.27081018518518,828.4027546296296,,,
TimaDegt,2101,2222,1670772372,0,10,30,5,1,17,40,2,1,59,29,11,19,36,42,6,3,28,25,0,15,1,5,59,1,0,4,13,0,39,36,2,13,15,14,8,434.0,15.964444444444444,15.964444444444444,15.964444444444444,15.964444444444444,117.94361111111111,,,
YouKn0wWho,2101,2412,1494531017,1,56,94,29,22,81,236,11,13,260,133,66,101,149,163,34,6,96,114,7,66,20,36,297,6,0,21,51,25,127,144,6,29,99,108,35,3072.0,167.80188657407408,167.80188657407408,330.85744212962965,636.753275462963,1006.7949421296296,1409.7428587962963,2228.79494212963,
Yousef.Osama,2101,2196,1569584031,1,6,8,1,0,7,26,1,0,51,27,9,4,25,25,8,0,20,21,1,9,1,1,31,2,0,5,9,0,28,26,3,2,8,11,8,1301.0,790.1257986111111,951.1257986111111,1308.1257986111111,1723.8966319444444,1814.1257986111111,,,
a520ldk,2101,2101,1662971965,0,1,2,0,0,1,2,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,4,0,0,0,1,0,1,1,0,2,1,1,0,201.0,7.246932870370371,20.24693287037037,20.24693287037037,38.24693287037037,94.24693287037037,,,
franv,2101,2314,1663779824,0,7,11,1,4,9,32,1,0,32,14,4,8,10,24,5,4,23,12,2,11,0,5,25,2,0,1,6,0,17,27,2,8,13,12,3,492.0,99.89671296296297,99.89671296296297,136.7925462962963,198.87587962962962,492.9036574074074,583.896712962963,,
fxfxxxfxx,2101,2171,1664712328,0,6,7,2,2,4,18,0,1,21,6,1,2,7,14,2,1,14,8,0,3,1,3,23,0,0,0,4,1,9,17,3,2,11,6,2,321.0,86.1038425925926,86.1038425925926,86.1038425925926,78.1038425925926,332.10384259259257,,,
huanchenawa,2101,2101,1702815843,0,5,9,2,4,9,38,0,1,49,22,5,20,28,16,6,0,12,14,1,11,5,10,43,0,0,4,8,1,19,21,0,5,10,7,6,145.0,285.0492708333333,287.1326041666667,302.0909375,307.0701041666667,307.0701041666667,,,
lethan3,2101,2236,1603414033,0,18,57,5,4,24,82,2,4,66,33,9,27,38,71,9,1,39,37,1,12,5,9,78,2,0,1,18,3,35,52,9,12,43,22,4,1037.0,191.57484953703704,191.57484953703704,194.57484953703704,317.57484953703704,560.574849537037,,,
moonoshawott,2101,2101,1550578572,0,3,8,1,4,4,19,3,1,8,3,2,4,7,6,3,0,5,6,0,0,0,2,23,0,0,1,3,0,4,7,0,2,8,6,4,124.0,0.09638888888888889,0.09638888888888889,0.09638888888888889,869.0963888888889,869.0963888888889,,,
mushanyu_x,2101,2101,1721959984,0,0,0,0,0,0,2,0,0,2,0,0,1,1,2,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2,1,0,0,1,1,33.0,15.515231481481482,15.515231481481482,15.515231481481482,65.55689814814815,72.16106481481482,,,
myst-6,2101,2290,1679241017,0,31,35,5,7,29,89,1,2,80,35,12,22,36,76,13,2,44,35,1,18,2,9,99,1,0,2,17,2,39,66,10,9,40,23,7,946.0,19.926886574074075,19.926886574074075,20.954664351851854,118.9477199074074,194.94771990740742,,,
naman1601,2101,2178,1602692792,1,56,87,5,4,67,140,9,5,185,101,55,53,93,168,21,6,80,99,4,34,3,17,220,4,0,10,39,8,122,80,7,16,68,40,25,1388.0,85.92254629629629,85.92254629629629,146.81837962962962,225.90171296296296,422.7350462962963,,,
package.zaic,2101,2270,1269945641,1,5,10,8,2,16,13,1,0,15,7,4,4,14,20,4,0,13,8,0,0,0,5,29,0,2,2,5,0,14,11,10,0,4,5,5,455.0,2.2113310185185187,2.2113310185185187,171.1800810185185,340.22174768518516,409.18702546296294,,,
paekae,2101,2101,1514216599,0,11,32,0,2,12,32,1,1,25,14,8,14,11,34,2,0,16,19,2,3,1,2,27,0,0,2,6,1,13,19,2,13,17,11,2,697.0,13.959502314814815,13.959502314814815,1061.9525578703704,1342.9525578703704,2214.9525578703706,,,
peterwuyihong,2101,2101,1575358143,0,6,20,1,2,10,54,2,1,61,21,7,14,17,20,9,0,21,13,3,10,1,8,33,1,0,2,9,8,24,21,5,5,23,26,5,432.0,649.2957986111111,649.2957986111111,657.2957986111111,711.9416319444445,838.1707986111111,,,
rohit2593,2101,2117,1620551723,1,10,24,1,0,14,22,1,1,27,21,6,10,17,33,0,1,16,18,0,2,1,2,30,0,0,1,7,0,22,18,2,4,7,7,6,1077.0,187.2219560185185,234.2636226851852,299.26362268518517,606.2219560185185,788.2219560185185,,,
uk_uk,2101,2101,1702912765,0,0,0,0,0,0,2,0,1,2,0,0,0,0,2,0,0,2,1,0,1,0,0,5,0,0,0,0,0,0,1,0,0,2,0,0,49.0,18.969155092592594,25.969155092592594,27.969155092592594,30.969155092592594,30.969155092592594,,,
wpp,2101,2101,1677581606,0,0,1,0,0,0,3,0,0,0,1,0,2,1,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,33.0,110.15386574074074,110.15386574074074,384.8830324074074,523.1538657407407,523.1538657407407,,,
wuruzhao,2101,2101,1462546983,1,14,41,1,1,19,44,1,1,51,27,13,16,26,55,6,0,32,26,2,6,2,4,62,2,0,1,14,2,34,37,5,7,15,14,6,980.0,433.00135416666666,433.00135416666666,1585.9805208333332,2253.9805208333332,2472.7305208333332,,,
ziad_abdelkader,2101,2101,1548253397,1,16,25,6,3,30,39,3,0,43,19,4,15,20,44,1,0,28,24,1,8,1,2,44,3,0,1,9,6,27,21,7,3,12,12,8,846.0,258.00813657407406,258.00813657407406,322.96646990740743,516.9873032407407,594.0081365740741,,,
-hihi-,2100,2100,1714498747,0,0,0,0,1,0,14,0,0,6,1,0,1,0,5,0,0,6,4,0,1,0,1,11,0,0,0,0,0,0,5,3,0,2,9,0,69.0,136.8721412037037,136.8721412037037,142.8721412037037,149.83047453703705,151.91380787037036,,,
Ahmadsm2005,2100,2122,1564384811,0,26,54,5,0,34,70,3,3,79,22,11,23,29,86,3,4,38,47,3,11,2,10,82,2,0,1,12,3,33,50,4,12,24,26,11,1315.0,13.218622685185185,13.218622685185185,177.30195601851852,338.26028935185184,734.3019560185185,,,
Akaba_Reiji,2100,2100,1652187932,0,3,0,1,0,2,3,0,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,40.0,115.06212962962962,145.06212962962962,145.06212962962962,403.7912962962963,403.7912962962963,,,
Ashkan_Zarkhah,2100,2100,1499532003,0,3,7,1,7,5,21,2,1,62,20,12,7,17,15,9,2,10,14,0,7,0,2,41,0,0,5,9,1,23,13,0,0,11,9,1,411.0,40.933993055555554,40.933993055555554,240.93399305555556,501.96177083333333,702.8506597222222,,,
Coffee_zzz,2100,2100,1665156594,0,1,1,0,0,2,3,0,0,7,6,2,5,4,6,1,0,3,2,0,0,0,1,13,0,0,1,2,0,4,7,1,2,0,2,1,171.0,178.961875,178.961875,223.961875,294.961875,651.961875,,,
FQR_,2100,2100,1648089767,0,2,9,0,0,2,13,0,1,23,16,1,3,16,10,2,0,5,8,0,6,0,2,13,0,0,0,8,1,14,5,0,2,6,3,4,321.0,201.49459490740742,206.49459490740742,359.39042824074073,918.4529282407408,927.1404282407408,,,
Goobne,2100,2226,1603888582,0,1,12,2,0,3,13,2,0,9,8,1,5,6,7,0,0,9,7,1,0,2,1,9,1,0,0,1,1,7,7,1,3,5,2,1,244.0,20.08238425925926,24.08238425925926,37.01988425925926,51.87405092592593,166.08238425925927,,,
Gushui,2100,2100,1627046441,0,1,1,0,0,0,2,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,4,0,0,1,1,1,2,1,0,0,1,2,0,20.0,17.051608796296296,17.051608796296296,23.051608796296296,34.05160879629629,34.05160879629629,,,
Jellyprx,2100,2100,1640419679,0,5,28,3,1,10,40,0,1,43,26,7,15,21,24,5,0,11,12,0,7,6,12,43,0,0,6,9,2,24,19,1,9,15,7,7,204.0,652.0395949074074,652.0395949074074,653.2687615740741,1030.0395949074075,1030.0395949074075,,,
Justice_Hui,2100,2100,1541317007,0,2,5,1,0,3,4,0,2,10,6,1,0,5,9,0,0,8,5,0,2,1,1,5,0,0,0,0,0,6,3,0,1,2,2,2,429.0,49.248761574074074,49.248761574074074,80.29042824074074,605.248761574074,608.2973726851852,,,
Marinkovic,2100,2182,1441327756,0,6,10,7,2,4,24,0,0,30,11,7,9,18,17,2,2,14,18,0,10,1,2,34,0,0,2,4,2,16,12,2,4,8,12,10,831.0,12.601203703703703,12.601203703703703,506.72620370370373,1234.4692592592592,1623.573425925926,,,
Morisz10,2100,2261,1599222636,0,6,8,2,0,6,13,1,0,16,7,4,6,6,12,2,0,7,10,1,4,2,3,19,0,0,3,6,0,11,16,1,1,8,6,1,329.0,287.0863888888889,324.0863888888889,329.0863888888889,679.0447222222223,799.0863888888889,,,
Purple_wzy,2100,2116,1531557029,0,3,13,5,2,10,22,1,3,28,14,13,6,16,21,5,0,12,9,0,3,1,7,29,0,0,7,3,1,10,11,2,4,12,5,2,221.0,220.25313657407406,220.25313657407406,363.25313657407406,432.25313657407406,596.1975810185185,,,
Radin_Zahedi,2100,2350,1596479442,1,21,58,5,2,24,85,3,7,109,63,16,33,66,80,6,0,52,40,2,30,12,5,125,3,0,9,27,8,63,48,7,8,51,43,17,1190.0,124.83631944444444,124.83631944444444,157.83631944444446,347.8363194444444,385.8363194444444,824.8363194444445,,
Railgun,2100,2100,1534513290,0,8,11,4,3,12,28,1,3,28,8,2,6,10,17,4,1,5,11,0,4,3,2,31,0,0,0,6,1,8,7,2,2,9,14,3,514.0,0.03715277777777778,0.03715277777777778,10.120486111111111,519.9954861111111,618.0371527777778,,,
Rainbow____,2100,2100,1603010170,0,3,3,0,0,3,9,0,0,6,2,1,3,3,5,1,0,2,2,0,0,0,0,11,0,0,0,1,0,4,7,1,1,5,6,0,109.0,32.24918981481481,41.93668981481481,63.27002314814815,143.14502314814814,844.2491898148148,,,
SW2000,2100,2501,1546866156,0,21,66,8,2,33,62,2,6,72,28,17,21,45,83,10,1,47,35,0,12,5,5,89,2,0,4,12,2,39,31,6,13,20,25,12,1198.0,109.06416666666667,109.06416666666667,150.96,324.03291666666667,464.06416666666667,699.0641666666667,783.0225,
TurboPiKachu,2100,2100,1545412603,0,7,9,3,0,6,9,1,1,16,5,2,2,14,16,2,0,6,8,1,1,0,0,11,0,0,1,4,0,10,9,1,2,2,4,1,509.0,337.61686342592594,337.61686342592594,904.9293634259259,1075.8876967592594,1380.8876967592594,,,
WhiteW,2100,2100,1657918493,0,1,0,0,0,1,2,0,0,1,3,0,1,2,4,0,0,1,0,0,2,0,0,2,0,0,0,1,1,2,2,0,0,1,0,1,105.0,45.74660879629629,45.74660879629629,195.73619212962964,395.7361921296296,505.7361921296296,,,
a6z,2100,2100,1668436311,0,16,37,3,1,21,62,3,1,76,36,11,16,36,62,8,3,40,32,0,17,1,6,54,2,0,0,19,0,40,46,4,11,23,19,6,1049.0,56.86329861111111,79.0021875,181.0021875,439.00913194444445,645.0021875,,,
abhayg_07,2100,2113,1658407708,0,19,17,2,2,22,49,2,3,55,21,7,18,29,37,4,1,17,26,1,9,4,11,64,0,0,1,14,1,27,35,5,5,26,15,4,930.0,43.07398148148148,159.07398148148147,184.07398148148147,297.0739814814815,506.1364814814815,,,
d3press3d,2100,2100,1678722301,0,0,0,0,0,0,2,0,0,4,2,0,1,0,0,1,0,0,3,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,105.0,114.95137731481482,129.9513773148148,212.9513773148148,404.9513773148148,565.9930439814815,,,
dalex,2100,2213,1275974564,0,6,19,12,2,19,26,2,4,35,13,8,8,24,25,9,1,21,19,0,4,3,9,39,0,1,1,6,1,24,22,3,1,3,9,4,1115.0,203.44254629629629,203.44254629629629,203.44254629629629,278.4633796296296,1573.4251851851852,,,
danghuyhau,2100,2100,1629888716,1,32,36,4,8,20,92,2,1,101,46,32,40,25,54,17,3,42,38,2,30,1,10,100,1,0,7,21,3,40,63,3,3,42,38,8,584.0,571.1687962962963,571.1687962962963,587.1549074074074,625.1549074074074,701.1549074074074,,,
derrick20,2100,2110,1500597889,0,23,30,4,3,28,73,3,1,68,30,14,22,35,57,9,2,34,34,1,10,2,18,87,1,1,4,17,3,35,30,4,5,35,30,4,694.0,660.5765162037037,660.5765162037037,792.2640162037037,1040.5765162037037,1416.5765162037037,,,
fight_for_NoConstructive,2100,2100,1722871034,0,1,3,0,0,1,6,0,0,6,5,1,3,5,8,2,0,4,5,0,3,0,3,7,0,0,1,2,0,5,6,0,2,2,2,2,85.0,45.970671296296295,45.970671296296295,46.97761574074074,55.01233796296296,81.9706712962963,,,
hahahahaha123,2100,2100,1518660960,0,0,0,1,0,1,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,43.0,0.5131944444444444,0.5131944444444444,35.15902777777778,177.47152777777777,231.20069444444445,,,
hl666,2100,2100,1507449108,0,29,52,13,6,31,108,3,6,95,50,11,38,68,89,6,2,48,55,1,24,8,21,112,8,1,1,38,6,54,67,8,16,53,34,12,1165.0,217.05083333333334,217.05083333333334,217.05083333333334,1942.28,2163.2591666666667,,,
kriepiekrollie,2100,2166,1603626052,0,3,4,0,0,0,11,0,0,6,2,0,3,1,3,0,0,5,5,2,2,1,0,5,0,0,0,2,0,2,2,1,3,4,5,0,467.0,430.1625925925926,483.1209259259259,575.1209259259259,1058.120925925926,1140.183425925926,,,
liaoyanxu,2100,2144,1628763185,0,4,18,1,4,9,32,0,1,38,22,5,8,15,31,6,2,18,17,0,13,1,3,38,0,0,1,8,1,19,23,2,5,14,11,1,417.0,925.181886574074,925.181886574074,925.181886574074,953.181886574074,1038.9527199074073,,,
munteanuvlad98,2100,2123,1475755285,0,2,8,1,0,7,11,1,1,16,7,3,4,14,18,1,0,7,9,0,1,4,2,19,0,0,0,2,0,8,6,0,3,0,3,2,693.0,92.10665509259259,92.10665509259259,409.0788773148148,520.1483217592593,666.1135995370371,,,
s_jaskaran_s,2100,2175,1605769898,1,62,125,11,9,87,184,12,3,163,69,37,56,83,198,14,4,123,95,3,20,5,16,211,5,0,4,30,3,99,128,10,29,62,54,22,1901.0,122.25581018518518,122.25581018518518,161.3078935185185,255.3078935185185,493.30789351851854,,,
sjc061031,2100,2100,1508157495,1,38,84,25,9,49,166,3,14,169,89,30,62,105,140,30,4,73,77,5,38,23,22,204,3,2,13,42,18,85,94,8,16,66,55,32,1363.0,89.01857638888889,89.01857638888889,260.0810763888889,578.1019097222222,820.0810763888888,,,
volochai,2100,2155,1601552893,0,5,13,0,1,7,17,0,2,27,17,11,11,14,18,5,0,16,13,0,7,2,2,27,1,0,4,7,0,18,18,1,2,7,6,6,1089.0,210.11582175925926,387.92832175925923,435.92832175925923,861.1158217592592,1050.1158217592592,,,
youhuo,2100,2100,1489741180,0,5,17,3,0,9,27,2,3,25,6,5,12,12,19,0,0,12,13,0,3,2,5,31,1,0,3,5,2,11,16,0,2,12,12,4,652.0,1975.2328703703704,1975.2328703703704,1995.2328703703704,2025.2328703703704,2240.23287037037,,,
zcg.cs60,2100,2409,1338346774,0,14,13,12,4,19,41,2,2,94,38,11,22,37,27,9,3,15,35,0,12,5,14,81,2,0,2,20,0,38,28,2,3,19,18,8,402.0,11.52113425925926,11.52113425925926,11.52113425925926,134.52113425925927,501.52113425925927,1514.5662731481482,1807.5246064814814,
Zachary_Gao,2099,2122,1658201502,0,11,27,5,9,18,66,1,2,72,39,10,23,41,51,8,1,28,25,2,20,7,15,78,2,0,4,16,4,39,25,8,7,22,13,10,383.0,426.460625,529.4710416666667,560.460625,584.460625,682.273125,,,
dialnote,2099,2234,1549213075,0,3,10,1,0,2,12,2,1,13,10,1,4,7,10,1,0,6,3,0,5,1,2,17,0,0,0,5,1,5,9,0,2,7,4,3,98.0,1252.9007523148148,1273.8799189814815,1273.8799189814815,1293.9007523148148,1293.9007523148148,,,
lllei,2099,2126,1580802245,0,27,46,8,6,40,114,1,4,112,54,16,37,63,100,13,5,56,50,3,29,9,13,129,4,0,5,26,1,66,95,9,17,50,37,15,693.0,0.2853587962962963,0.2853587962962963,1271.2853587962964,1304.2853587962964,1328.2853587962964,,,
sinus_070,2099,2373,1456503208,1,16,56,27,8,34,116,5,5,96,45,28,36,47,73,13,0,42,49,3,12,13,27,118,4,0,6,15,0,47,51,6,15,45,49,7,1501.0,6.0149537037037035,6.0149537037037035,320.97328703703704,532.9316203703704,849.0149537037037,1270.9316203703704,,
xxxxxxmk,2099,2151,1514706302,0,11,29,8,4,15,48,1,4,42,18,3,14,22,48,2,3,24,25,0,5,2,6,47,1,0,1,10,2,24,27,1,7,14,11,4,511.0,8.29164351851852,8.29164351851852,8.29164351851852,149.32636574074073,259.1180324074074,,,
Abito,2098,2192,1624014297,1,8,25,3,1,14,37,0,1,44,19,7,15,22,31,4,0,23,22,2,10,4,5,44,1,0,1,11,2,24,31,1,5,12,18,7,1312.0,350.1458680555556,525.1875347222223,632.1458680555555,828.1458680555555,1103.1458680555556,,,
HirasawaaYui,2098,2123,1511139277,0,6,8,6,8,5,29,0,2,35,24,10,8,16,15,3,0,6,16,0,6,6,8,42,3,1,7,6,2,13,3,1,2,14,9,5,209.0,87.56971064814815,87.56971064814815,87.56971064814815,270.56971064814815,568.5072106481482,,,
SoiMae,2098,2217,1403185911,0,51,113,26,16,57,224,6,9,196,110,44,75,100,171,29,7,104,96,7,51,18,21,234,8,0,10,41,20,110,148,16,30,97,82,27,2001.0,0.06815972222222222,0.06815972222222222,0.06815972222222222,735.1132986111111,797.1132986111111,,,
zabiyakaubivaka,2098,2108,1668672686,0,2,5,0,0,4,7,0,0,3,2,2,3,1,9,1,0,4,1,0,2,0,0,4,0,0,0,1,0,2,4,0,0,0,1,0,213.0,129.26636574074075,129.26636574074075,138.26636574074075,286.26636574074075,530.2663657407408,,,
Igor_Parfenov,2097,2246,1510403568,0,12,40,14,4,21,60,2,1,52,21,13,16,28,55,7,0,31,26,1,8,2,6,55,0,0,3,13,2,24,38,4,5,15,16,11,1481.0,343.8175,343.8175,647.0848611111111,883.0640277777778,1226.0327777777777,,,
Mahmoud_Haddad,2097,2261,1452338763,1,27,51,3,7,27,83,2,2,73,30,11,23,33,81,5,0,46,38,2,15,2,12,89,1,0,2,14,2,33,59,6,10,27,37,9,2482.0,296.11038194444444,296.11038194444444,1219.1312152777778,1448.1346875,1553.1312152777778,,,
iiand,2097,2244,1667676156,0,10,30,4,4,13,67,1,2,20,18,4,12,18,34,1,0,20,18,0,11,1,5,59,0,0,1,6,3,19,30,6,10,34,20,4,1049.0,51.80027777777778,51.80027777777778,35.841944444444444,272.80027777777775,413.80027777777775,,,
NovusStellachan,2096,2157,1664109656,0,4,11,2,3,4,33,0,0,27,11,6,12,12,19,5,0,13,10,2,8,1,2,34,1,0,1,9,2,14,14,3,4,17,20,2,347.0,93.07921296296297,93.07921296296297,93.07921296296297,93.07921296296297,81.07921296296297,,,
PaperCloud,2096,2290,1505746991,0,7,14,2,2,4,28,1,3,27,13,11,10,10,24,7,0,15,14,0,3,3,6,20,1,0,4,10,1,19,11,1,0,9,7,2,568.0,151.79292824074074,151.79292824074074,1594.9804282407408,1789.9804282407408,1836.9804282407408,,,
SaveVMK,2096,2337,1459284872,0,3,15,3,0,5,13,0,1,13,8,2,8,9,19,0,0,8,8,0,3,1,2,20,0,0,0,6,0,9,9,2,6,5,4,4,307.0,0.7989351851851851,0.7989351851851851,0.7989351851851851,36.79893518518519,262.8197685185185,1662.6739351851852,,
XFish,2096,2130,1637304556,0,0,2,0,0,2,4,0,0,0,1,1,1,2,2,1,0,1,1,0,1,0,3,3,0,0,1,0,0,3,3,0,0,1,1,1,109.0,22.135925925925925,22.135925925925925,22.135925925925925,22.135925925925925,338.0421759259259,,,
ayingna,2096,2210,1626239066,1,9,29,5,2,22,97,1,4,73,35,21,25,33,59,11,3,21,29,2,14,5,14,112,1,0,9,14,5,45,42,2,6,31,52,11,930.0,18.396226851851853,18.396226851851853,102.20872685185185,499.43789351851854,500.37539351851854,,,
daduoli,2096,2165,1623300837,0,31,53,4,11,33,139,1,8,165,98,27,59,78,117,18,2,64,64,2,50,10,27,203,5,0,15,24,7,79,79,9,8,59,48,20,812.0,667.3826736111112,688.4035069444444,756.4035069444444,870.4035069444444,1134.4035069444444,,,
kzyKT,2096,2296,1378398872,0,27,74,6,4,48,80,3,2,89,45,21,29,58,112,7,2,76,46,3,8,2,3,119,6,0,0,19,3,67,88,3,8,29,20,22,3279.0,1.6426851851851851,1.6426851851851851,310.8510185185185,480.93435185185183,1755.9169907407406,,,
A_box_of_yogurt,2095,2141,1632891667,0,12,9,2,7,5,31,0,1,52,20,3,8,15,14,6,0,9,21,0,13,1,9,38,1,0,6,11,2,17,6,1,0,22,7,4,177.0,877.3985300925926,877.3985300925926,1012.3985300925926,1012.3985300925926,1020.3985300925926,,,
guliashvili,2095,2178,1325246730,0,5,3,1,1,6,7,0,0,23,12,3,7,17,13,4,0,11,8,0,4,2,2,25,0,0,1,2,0,15,7,4,0,3,1,4,519.0,5.121180555555555,5.121180555555555,241.1420138888889,472.1454861111111,752.1420138888889,,,
magician_14312,2095,2111,1344956018,0,8,14,8,1,7,33,2,5,34,17,14,8,22,22,8,1,13,15,0,5,11,5,43,1,1,9,12,1,23,23,4,0,10,11,3,1003.0,13.025254629629629,13.025254629629629,152.02525462962964,775.0287268518518,1015.0703935185185,,,
